Name,Club,Country,Role,PLY Height,PLY Weight,PLY DoB,PLY Foot,PLY Birth Area,TME Area Name,Current Time,Age,Leagues
Alexander Isak ,Real Sociedad,Sweden,Forward,192,77,1999-09-21 00:00:00.000000,right,Sweden,Spain,2021-06-11 14:12:58.835670,22,Spain Leagues
Robin Quaison ,Mainz,Sweden,Forward,183,77,1993-10-09 00:00:00.000000,right,Sweden,Germany,2021-06-11 14:12:58.835670,28,Germany Leagues
Jordan Larsson ,Spartak Moskva,Sweden,Forward,175,68,1997-06-20 00:00:00.000000,left,Netherlands,Russia,2021-06-11 14:12:58.835670,24,Russia Leagues
Łukasz Fabiański ,West Ham,Poland,Goalkeeper,190,83,1985-04-18 00:00:00.000000,right,Poland,England,2021-06-11 14:12:58.835670,36,England Leagues
Łukasz Skorupski ,Bologna,Poland,Goalkeeper,187,84,1991-05-05 00:00:00.000000,right,Poland,Italy,2021-06-11 14:12:58.835670,30,Italy Leagues
Wojciech Szczęsny ,Juventus,Poland,Goalkeeper,195,90,1990-04-18 00:00:00.000000,right,Poland,Italy,2021-06-11 14:12:58.835670,31,Italy Leagues
Jan Bednarek ,Southampton,Poland,Defender,189,77,1996-04-12 00:00:00.000000,right,Poland,England,2021-06-11 14:12:58.835670,25,England Leagues
Bartosz Bereszyński ,Sampdoria,Poland,Defender,183,77,1992-07-12 00:00:00.000000,right,Poland,Italy,2021-06-11 14:12:58.835670,29,Italy Leagues
Kamil Glik ,Benevento,Poland,Defender,190,80,1988-02-03 00:00:00.000000,right,Poland,Italy,2021-06-11 14:12:58.835670,33,Italy Leagues
Michał Helik ,Barnsley,Poland,Defender,191,80,1995-09-09 00:00:00.000000,right,Poland,England,2021-06-11 14:12:58.835670,26,England Leagues
Tomasz Kędziora ,Dynamo Kyiv,Poland,Defender,183,78,1994-06-11 00:00:00.000000,right,Poland,Ukraine,2021-06-11 14:12:58.835670,27,Ukraine Leagues
Kamil Piątkowski ,Raków Częstochowa,Poland,Defender,191,81,2000-06-21 00:00:00.000000,right,Poland,Poland,2021-06-11 14:12:58.835670,21,Poland Leagues
Tymoteusz Puchacz ,Lech Poznań,Poland,Defender,180,74,1999-01-23 00:00:00.000000,left,Poland,Poland,2021-06-11 14:12:58.835670,22,Poland Leagues
Maciej Rybus ,Lokomotiv Moskva,Poland,Defender,173,75,1989-08-19 00:00:00.000000,left,Poland,Russia,2021-06-11 14:12:58.835670,32,Russia Leagues
Paweł Dawidowicz ,Verona,Poland,Midfielder,189,80,1995-05-20 00:00:00.000000,right,Poland,Italy,2021-06-11 14:12:58.835670,26,Italy Leagues
Przemysław Frankowski ,Chicago Fire,Poland,Midfielder,176,70,1995-04-12 00:00:00.000000,right,Poland,United States,2021-06-11 14:12:58.835670,26,United States Leagues
Kamil Jóźwiak ,Derby,Poland,Midfielder,176,70,1998-04-22 00:00:00.000000,right,Poland,England,2021-06-11 14:12:58.835670,23,England Leagues
Mateusz Klich ,Leeds,Poland,Midfielder,183,82,1990-06-13 00:00:00.000000,right,Poland,England,2021-06-11 14:12:58.835670,31,England Leagues
Kacper Kozłowski ,Pogoń Szczecin,Poland,Midfielder,177,67,2003-10-16 00:00:00.000000,right,Poland,Poland,2021-06-11 14:12:58.835670,18,Poland Leagues
Grzegorz Krychowiak ,Lokomotiv Moskva,Poland,Midfielder,187,84,1990-01-29 00:00:00.000000,right,Poland,Russia,2021-06-11 14:12:58.835670,31,Russia Leagues
Karol Linetty ,Torino,Poland,Midfielder,176,73,1995-02-02 00:00:00.000000,right,Poland,Italy,2021-06-11 14:12:58.835670,26,Italy Leagues
Jakub Moder ,Brighton,Poland,Midfielder,188,78,1999-04-07 00:00:00.000000,right,Poland,England,2021-06-11 14:12:58.835670,22,England Leagues
Przemysław Płacheta ,Norwich,Poland,Midfielder,177,72,1998-03-23 00:00:00.000000,left,Poland,England,2021-06-11 14:12:58.835670,23,England Leagues
Piotr Zieliński ,Napoli,Poland,Midfielder,180,75,1994-05-20 00:00:00.000000,right,Poland,Italy,2021-06-11 14:12:58.835670,27,Italy Leagues
Dawid Kownacki ,Fortuna Düsseldorf,Poland,Forward,186,75,1997-03-14 00:00:00.000000,right,Poland,Germany,2021-06-11 14:12:58.835670,24,Germany Leagues
Robert Lewandowski ,Bayern,Poland,Forward,184,80,1988-08-21 00:00:00.000000,right,Poland,Germany,2021-06-11 14:12:58.835670,33,Germany Leagues
Arkadiusz Milik ,Marseille,Poland,Forward,186,78,1994-02-28 00:00:00.000000,left,Poland,France,2021-06-11 14:12:58.835670,27,France Leagues
Karol Świderski ,PAOK,Poland,Forward,184,78,1997-01-23 00:00:00.000000,left,Poland,Greece,2021-06-11 14:12:58.835670,24,Greece Leagues
Jakub Świerczok ,Piast Gliwice,Poland,Forward,179,75,1992-12-28 00:00:00.000000,right,Poland,Poland,2021-06-11 14:12:58.835670,28,Poland Leagues
Martin Dúbravka ,Newcastle,Slovakia,Goalkeeper,190,80,1989-01-15 00:00:00.000000,right,Slovakia,England,2021-06-11 14:12:58.835670,32,England Leagues
Marek Rodák ,Fulham,Slovakia,Goalkeeper,194,81,1996-12-13 00:00:00.000000,right,Slovakia,England,2021-06-11 14:12:58.835670,25,England Leagues
Dušan Kuciak ,Lechia Gdańsk,Slovakia,Goalkeeper,194,92,1985-05-21 00:00:00.000000,right,Slovakia,Poland,2021-06-11 14:12:58.835670,36,Poland Leagues
Peter Pekarík ,Hertha Berlin,Slovakia,Defender,177,73,1986-10-30 00:00:00.000000,right,Slovakia,Germany,2021-06-11 14:12:58.835670,35,Germany Leagues
Ľubomír Šatka ,Lech Poznań,Slovakia,Defender,188,78,1995-12-02 00:00:00.000000,right,Slovakia,Poland,2021-06-11 14:12:58.835670,26,Poland Leagues
Denis Vavro ,Huesca,Slovakia,Defender,189,81,1996-04-10 00:00:00.000000,right,Slovakia,Spain,2021-06-11 14:12:58.835670,25,Spain Leagues
Milan Škriniar ,Inter Milan,Slovakia,Defender,188,79,1995-02-11 00:00:00.000000,right,Slovakia,Italy,2021-06-11 14:12:58.835670,26,Italy Leagues
Tomáš Hubočan ,Omonoia,Slovakia,Defender,183,70,1985-09-17 00:00:00.000000,right,Slovakia,Cyprus,2021-06-11 14:12:58.835670,36,Cyprus Leagues
Dávid Hancko ,Sparta Praha,Slovakia,Defender,188,78,1997-12-13 00:00:00.000000,left,Slovakia,Czech Republic,2021-06-11 14:12:58.835670,24,Czech Republic Leagues
Martin Koscelník ,Liberec,Slovakia,Defender,179,75,1995-03-02 00:00:00.000000,right,Slovakia,Czech Republic,2021-06-11 14:12:58.835670,26,Czech Republic Leagues
Martin Valjent ,Mallorca,Slovakia,Defender,187,83,1995-12-11 00:00:00.000000,right,Slovakia,Spain,2021-06-11 14:12:58.835670,26,Spain Leagues
Marek Hamšík ,IFK Göteborg,Slovakia,Midfielder,183,79,1987-07-27 00:00:00.000000,right,Slovakia,Sweden,2021-06-11 14:12:58.835670,34,Sweden Leagues
Stanislav Lobotka ,Napoli,Slovakia,Midfielder,170,64,1994-11-25 00:00:00.000000,right,Slovakia,Italy,2021-06-11 14:12:58.835670,27,Italy Leagues
Patrik Hrošovský ,Genk,Slovakia,Midfielder,172,69,1992-04-22 00:00:00.000000,right,Slovakia,Belgium,2021-06-11 14:12:58.835670,29,Belgium Leagues
Juraj Kucka ,Parma,Slovakia,Midfielder,186,86,1987-02-26 00:00:00.000000,right,Slovakia,Italy,2021-06-11 14:12:58.835670,34,Italy Leagues
Ondrej Duda ,Köln,Slovakia,Midfielder,181,75,1994-12-05 00:00:00.000000,right,Slovakia,Germany,2021-06-11 14:12:58.835670,27,Germany Leagues
Róbert Mak ,Ferencváros,Slovakia,Midfielder,179,75,1991-03-08 00:00:00.000000,right,Slovakia,Hungary,2021-06-11 14:12:58.835670,30,Hungary Leagues
Vladimír Weiss ,Slovan Bratislava,Slovakia,Midfielder,175,70,1989-11-30 00:00:00.000000,right,Slovakia,Slovakia,2021-06-11 14:12:58.835670,32,Slovakia Leagues
László Bénes ,Augsburg,Slovakia,Midfielder,181,72,1997-09-09 00:00:00.000000,left,Slovakia,Germany,2021-06-11 14:12:58.835670,24,Germany Leagues
Lukáš Haraslín ,Sassuolo,Slovakia,Midfielder,182,71,1996-05-26 00:00:00.000000,right,Slovakia,Italy,2021-06-11 14:12:58.835670,25,Italy Leagues
Jakub Hromada ,Slavia Praha,Slovakia,Midfielder,180,76,1996-06-25 00:00:00.000000,right,Slovakia,Czech Republic,2021-06-11 14:12:58.835670,25,Czech Republic Leagues
Tomáš Suslov ,Groningen,Slovakia,Midfielder,175,65,2002-06-07 00:00:00.000000,left,Slovakia,Netherlands,2021-06-11 14:12:58.835670,19,Netherlands Leagues
Ján Greguš ,Minnesota,Slovakia,Midfielder,189,70,1991-01-29 00:00:00.000000,right,Slovakia,United States,2021-06-11 14:12:58.835670,30,United States Leagues
Michal Ďuriš ,Omonoia,Slovakia,Forward,183,75,1988-06-01 00:00:00.000000,right,Slovakia,Cyprus,2021-06-11 14:12:58.835670,33,Cyprus Leagues
Róbert Boženík ,Feyenoord,Slovakia,Forward,188,81,1999-11-18 00:00:00.000000,right,Slovakia,Netherlands,2021-06-11 14:12:58.835670,22,Netherlands Leagues
Ivan Schranz ,Jablonec,Slovakia,Forward,185,79,1993-09-13 00:00:00.000000,right,Slovakia,Czech Republic,2021-06-11 14:12:58.835670,28,Czech Republic Leagues
Manuel Neuer ,Bayern,Germany,Goalkeeper,193,92,1986-03-27 00:00:00.000000,right,Germany,Germany,2021-06-11 14:12:58.835670,35,Germany Leagues
Bernd Leno ,Arsenal,Germany,Goalkeeper,189,78,1992-03-04 00:00:00.000000,right,Germany,England,2021-06-11 14:12:58.835670,29,England Leagues
Kevin Trapp ,Frankfurt,Germany,Goalkeeper,189,88,1990-09-08 00:00:00.000000,right,Germany,Germany,2021-06-11 14:12:58.835670,31,Germany Leagues
Emre Can ,Dortmund,Germany,Defender,186,86,1994-01-12 00:00:00.000000,right,Turkey,Germany,2021-06-11 14:12:58.835670,27,Germany Leagues
Matthias Ginter ,Mönchengladbach,Germany,Defender,191,86,1994-01-19 00:00:00.000000,right,Germany,Germany,2021-06-11 14:12:58.835670,27,Germany Leagues
Robin Gosens ,Atalanta,Germany,Defender,183,76,1994-06-05 00:00:00.000000,left,Netherlands,Italy,2021-06-11 14:12:58.835670,27,Italy Leagues
Christian Günter ,Freiburg,Germany,Defender,185,87,1993-02-28 00:00:00.000000,left,Germany,Germany,2021-06-11 14:12:58.835670,28,Germany Leagues
Marcel Halstenberg ,Leipzig,Germany,Defender,188,87,1991-09-27 00:00:00.000000,left,Germany,Germany,2021-06-11 14:12:58.835670,30,Germany Leagues
Mats Hummels ,Dortmund,Germany,Defender,191,94,1988-12-16 00:00:00.000000,right,Germany,Germany,2021-06-11 14:12:58.835670,33,Germany Leagues
Lukas Klostermann ,Leipzig,Germany,Defender,187,88,1996-06-03 00:00:00.000000,right,Germany,Germany,2021-06-11 14:12:58.835670,25,Germany Leagues
Robin Koch ,Leeds,Germany,Defender,192,83,1996-07-17 00:00:00.000000,right,Germany,England,2021-06-11 14:12:58.835670,25,England Leagues
Antonio Rüdiger ,Chelsea,Germany,Defender,190,85,1993-03-03 00:00:00.000000,right,Sierra Leone,England,2021-06-11 14:12:58.835670,28,England Leagues
Niklas Süle ,Bayern,Germany,Defender,195,97,1995-09-03 00:00:00.000000,right,Germany,Germany,2021-06-11 14:12:58.835670,26,Germany Leagues
Serge Gnabry ,Bayern,Germany,Midfielder,175,75,1995-07-14 00:00:00.000000,right,Côte d'Ivoire,Germany,2021-06-11 14:12:58.835670,26,Germany Leagues
Leon Goretzka ,Bayern,Germany,Midfielder,189,76,1995-02-06 00:00:00.000000,right,Germany,Germany,2021-06-11 14:12:58.835670,26,Germany Leagues
İlkay Gündoğan ,Manchester City,Germany,Midfielder,180,80,1990-10-24 00:00:00.000000,right,Germany,England,2021-06-11 14:12:58.835670,31,England Leagues
Jonas Hofmann ,Mönchengladbach,Germany,Midfielder,176,73,1992-07-14 00:00:00.000000,right,Germany,Germany,2021-06-11 14:12:58.835670,29,Germany Leagues
Joshua Kimmich ,Bayern,Germany,Midfielder,176,73,1995-02-08 00:00:00.000000,right,Germany,Germany,2021-06-11 14:12:58.835670,26,Germany Leagues
Toni Kroos ,Real Madrid,Germany,Midfielder,183,76,1990-01-04 00:00:00.000000,right,Germany,Spain,2021-06-11 14:12:58.835670,31,Spain Leagues
Jamal Musiala ,Bayern,Germany,Midfielder,183,68,2003-02-26 00:00:00.000000,right,England,Germany,2021-06-11 14:12:58.835670,18,Germany Leagues
Florian Neuhaus ,Mönchengladbach,Germany,Midfielder,185,74,1997-03-16 00:00:00.000000,right,Germany,Germany,2021-06-11 14:12:58.835670,24,Germany Leagues
Leroy Sané ,Bayern,Germany,Midfielder,184,75,1996-01-11 00:00:00.000000,left,France,Germany,2021-06-11 14:12:58.835670,25,Germany Leagues
Kai Havertz ,Chelsea,Germany,Forward,180,76,1996-03-06 00:00:00.000000,right,Germany,England,2021-06-11 14:12:58.835670,25,England Leagues
Thomas Müller ,Bayern,Germany,Forward,186,75,1989-09-13 00:00:00.000000,right,Germany,Germany,2021-06-11 14:12:58.835670,32,Germany Leagues
Kevin Volland ,Monaco,Germany,Forward,179,83,1992-07-30 00:00:00.000000,left,Germany,Monaco,2021-06-11 14:12:58.835670,29,Monaco Leagues
Timo Werner ,Chelsea,Germany,Forward,180,76,1996-03-06 00:00:00.000000,right,Germany,England,2021-06-11 14:12:58.835670,25,England Leagues
Ádám Bogdán ,Ferencváros,Hungary,Goalkeeper,194,92,1987-09-27 00:00:00.000000,right,Hungary,Hungary,2021-06-11 14:12:58.835670,34,Hungary Leagues
Dénes Dibusz ,Ferencváros,Hungary,Goalkeeper,188,81,1990-11-16 00:00:00.000000,right,Hungary,Hungary,2021-06-11 14:12:58.835670,31,Hungary Leagues
Péter Gulácsi ,Leipzig,Hungary,Goalkeeper,191,86,1990-05-06 00:00:00.000000,right,Hungary,Germany,2021-06-11 14:12:58.835670,31,Germany Leagues
Bendegúz Bolla ,Fehérvár,Hungary,Defender,177,63,1999-11-22 00:00:00.000000,right,Hungary,Hungary,2021-06-11 14:12:58.835670,22,Hungary Leagues
Endre Botka ,Ferencváros,Hungary,Defender,178,77,1994-08-25 00:00:00.000000,right,Hungary,Hungary,2021-06-11 14:12:58.835670,27,Hungary Leagues
Attila Fiola ,Fehérvár,Hungary,Defender,182,70,1990-02-17 00:00:00.000000,right,Hungary,Hungary,2021-06-11 14:12:58.835670,31,Hungary Leagues
Ákos Kecskés ,Lugano,Hungary,Defender,190,85,1996-01-04 00:00:00.000000,right,Hungary,Switzerland,2021-06-11 14:12:58.835670,25,Switzerland Leagues
Ádám Lang ,Omonia Nicosia,Hungary,Defender,188,81,1993-01-17 00:00:00.000000,right,Hungary,Cyprus,2021-06-11 14:12:58.835670,28,Cyprus Leagues
Gergő Lovrencsics ,Ferencváros,Hungary,Defender,177,77,1988-09-01 00:00:00.000000,right,Hungary,Hungary,2021-06-11 14:12:58.835670,33,Hungary Leagues
Loïc Négo ,Fehérvár,Hungary,Defender,181,71,1991-01-15 00:00:00.000000,right,Hungary,Hungary,2021-06-11 14:12:58.835670,30,Hungary Leagues
Willi Orbán ,Leipzig,Hungary,Defender,186,87,1992-11-03 00:00:00.000000,right,Germany,Germany,2021-06-11 14:12:58.835670,29,Germany Leagues
Attila Szalai ,Fenerbahçe,Hungary,Defender,192,83,1998-01-20 00:00:00.000000,left,Hungary,Turkey,2021-06-11 14:12:58.835670,23,Turkey Leagues
Tamás Cseri ,Mezőkövesd,Hungary,Midfielder,174,76,1988-01-15 00:00:00.000000,right,Hungary,Hungary,2021-06-11 14:12:58.835670,33,Hungary Leagues
Dániel Gazdag ,Philadelphia Union,Hungary,Midfielder,178,76,1996-03-02 00:00:00.000000,right,Hungary,United States,2021-06-11 14:12:58.835670,25,United States Leagues
László Kleinheisler ,Osijek,Hungary,Midfielder,173,70,1994-04-08 00:00:00.000000,right,Hungary,Croatia,2021-06-11 14:12:58.835670,27,Croatia Leagues
Ádám Nagy ,Bristol City,Hungary,Midfielder,178,70,1995-06-17 00:00:00.000000,right,Hungary,England,2021-06-11 14:12:58.835670,26,England Leagues
András Schäfer ,Dunajská Streda,Hungary,Midfielder,180,70,1999-04-13 00:00:00.000000,right,Hungary,Slovakia,2021-06-11 14:12:58.835670,22,Slovakia Leagues
Dávid Sigér ,Ferencváros,Hungary,Midfielder,175,69,1990-11-30 00:00:00.000000,right,Hungary,Hungary,2021-06-11 14:12:58.835670,31,Hungary Leagues
Kevin Varga ,Kasımpaşa,Hungary,Midfielder,178,72,1996-03-30 00:00:00.000000,right,Hungary,Turkey,2021-06-11 14:12:58.835670,25,Turkey Leagues
Roland Varga ,MTK Budapest,Hungary,Midfielder,182,79,1990-01-23 00:00:00.000000,right,Hungary,Hungary,2021-06-11 14:12:58.835670,31,Hungary Leagues
János Hahn ,Paks,Hungary,Forward,183,70,1995-03-15 00:00:00.000000,right,Hungary,Hungary,2021-06-11 14:12:58.835670,26,Hungary Leagues
Filip Holender ,Partizan,Hungary,Forward,180,73,1994-07-27 00:00:00.000000,right,Hungary,Serbia,2021-06-11 14:12:58.835670,27,Serbia Leagues
Nemanja Nikolić ,Fehérvár,Hungary,Forward,180,80,1987-12-31 00:00:00.000000,right,Serbia,Hungary,2021-06-11 14:12:58.835670,33,Hungary Leagues
Roland Sallai ,Freiburg,Hungary,Forward,182,77,1997-05-22 00:00:00.000000,right,Hungary,Germany,2021-06-11 14:12:58.835670,24,Germany Leagues
Szabolcs Schön ,FC Dallas,Hungary,Forward,0,0,2000-09-27 00:00:00.000000,left,Hungary,United States,2021-06-11 14:12:58.835670,21,United States Leagues
Ádám Szalai ,Mainz,Hungary,Forward,193,93,1987-12-09 00:00:00.000000,right,Hungary,Germany,2021-06-11 14:12:58.835670,34,Germany Leagues
Anthony Lopes ,Lyon,Portugal,Goalkeeper,184,81,1990-10-01 00:00:00.000000,left,France,France,2021-06-11 14:12:58.835670,31,France Leagues
Rui Patrício ,Wolves,Portugal,Goalkeeper,190,84,1988-02-15 00:00:00.000000,left,Portugal,England,2021-06-11 14:12:58.835670,33,England Leagues
Rui Silva ,Granada,Portugal,Goalkeeper,189,85,1994-02-07 00:00:00.000000,right,Portugal,Spain,2021-06-11 14:12:58.835670,27,Spain Leagues
João Cancelo ,Manchester City,Portugal,Defender,182,74,1994-05-27 00:00:00.000000,right,Portugal,England,2021-06-11 14:12:58.835670,27,England Leagues
Rúben Dias ,Manchester City,Portugal,Defender,186,82,1997-05-14 00:00:00.000000,right,Portugal,England,2021-06-11 14:12:58.835670,24,England Leagues
José Fonte ,LOSC Lille,Portugal,Defender,191,83,1983-12-22 00:00:00.000000,right,Portugal,France,2021-06-11 14:12:58.835670,37,France Leagues
Raphael Guerreiro ,Dortmund,Portugal,Defender,170,71,1993-12-22 00:00:00.000000,left,France,Germany,2021-06-11 14:12:58.835670,27,Germany Leagues
Nuno Mendes ,Sporting CP,Portugal,Defender,176,70,2002-06-19 00:00:00.000000,left,Portugal,Portugal,2021-06-11 14:12:58.835670,19,Portugal Leagues
Pepe ,Porto,Portugal,Defender,188,81,1983-02-26 00:00:00.000000,right,Brazil,Portugal,2021-06-11 14:12:58.835670,38,Portugal Leagues
Nélson Semedo ,Wolves,Portugal,Defender,177,67,1993-11-16 00:00:00.000000,right,Portugal,England,2021-06-11 14:12:58.835670,28,England Leagues
William Carvalho ,Real Betis,Portugal,Midfielder,187,79,1992-04-07 00:00:00.000000,right,Angola,Spain,2021-06-11 14:12:58.835670,29,Spain Leagues
Danilo ,PSG,Portugal,Midfielder,187,83,1991-09-09 00:00:00.000000,right,Portugal,France,2021-06-11 14:12:58.835670,30,France Leagues
Bruno Fernandes ,Manchester United,Portugal,Midfielder,179,69,1994-09-08 00:00:00.000000,right,Portugal,England,2021-06-11 14:12:58.835670,27,England Leagues
Gonçalo Guedes ,Valencia,Portugal,Midfielder,179,70,1996-11-29 00:00:00.000000,right,Portugal,Spain,2021-06-11 14:12:58.835670,25,Spain Leagues
João Moutinho ,Wolves,Portugal,Midfielder,170,61,1986-09-08 00:00:00.000000,right,Portugal,England,2021-06-11 14:12:58.835670,35,England Leagues
Rúben Neves ,Wolves,Portugal,Midfielder,180,80,1997-03-13 00:00:00.000000,right,Portugal,England,2021-06-11 14:12:58.835670,24,England Leagues
Sérgio Oliveira ,Porto,Portugal,Midfielder,181,82,1992-06-02 00:00:00.000000,right,Portugal,Portugal,2021-06-11 14:12:58.835670,29,Portugal Leagues
João Palhinha ,Sporting CP,Portugal,Midfielder,190,82,1995-07-09 00:00:00.000000,right,Portugal,Portugal,2021-06-11 14:12:58.835670,26,Portugal Leagues
Pote ,Sporting CP,Portugal,Midfielder,173,65,1998-06-28 00:00:00.000000,right,Portugal,Portugal,2021-06-11 14:12:58.835670,23,Portugal Leagues
Renato Sanches ,LOSC Lille,Portugal,Midfielder,176,70,1997-08-18 00:00:00.000000,right,Portugal,France,2021-06-11 14:12:58.835670,24,France Leagues
Bernardo Silva ,Manchester City,Portugal,Midfielder,173,64,1994-08-10 00:00:00.000000,left,Portugal,England,2021-06-11 14:12:58.835670,27,England Leagues
João Félix ,Atlético Madrid,Portugal,Forward,181,72,1999-11-10 00:00:00.000000,right,Portugal,Spain,2021-06-11 14:12:58.835670,22,Spain Leagues
Diogo Jota ,Liverpool,Portugal,Forward,178,73,1996-12-04 00:00:00.000000,right,Portugal,England,2021-06-11 14:12:58.835670,25,England Leagues
Cristiano Ronaldo ,Juventus,Portugal,Forward,187,84,1985-02-05 00:00:00.000000,right,Portugal,Italy,2021-06-11 14:12:58.835670,36,Italy Leagues
André Silva ,Eintracht Frankfurt,Portugal,Forward,184,74,1995-11-06 00:00:00.000000,right,Portugal,Germany,2021-06-11 14:12:58.835670,26,Germany Leagues
Rafa Silva ,Benfica,Portugal,Forward,172,66,1993-05-17 00:00:00.000000,right,Portugal,Portugal,2021-06-11 14:12:58.835670,28,Portugal Leagues
Hugo Lloris ,Tottenham,France,Goalkeeper,188,82,1986-12-26 00:00:00.000000,left,France,England,2021-06-11 14:12:58.835670,34,England Leagues
Mike Maignan ,Milan,France,Goalkeeper,191,91,1995-07-03 00:00:00.000000,right,France,France,2021-06-11 14:12:58.835670,26,France Leagues
Steve Mandanda ,Marseille,France,Goalkeeper,185,82,1985-03-28 00:00:00.000000,right,France,France,2021-06-11 14:12:58.835670,36,France Leagues
Lucas Digne ,Everton,France,Defender,178,74,1993-07-20 00:00:00.000000,left,France,England,2021-06-11 14:12:58.835670,28,England Leagues
Léo Dubois ,Lyon,France,Defender,178,64,1994-09-14 00:00:00.000000,right,France,France,2021-06-11 14:12:58.835670,27,France Leagues
Lucas Hernández ,Bayern,France,Defender,182,76,1996-02-14 00:00:00.000000,left,Spain,Germany,2021-06-11 14:12:58.835670,25,Germany Leagues
Presnel Kimpembe ,PSG,France,Defender,183,77,1995-08-13 00:00:00.000000,left,Congo DR,France,2021-06-11 14:12:58.835670,26,France Leagues
Jules Koundé ,Sevilla,France,Defender,180,75,1998-11-12 00:00:00.000000,right,France,Spain,2021-06-11 14:12:58.835670,23,Spain Leagues
Clément Lenglet ,Barcelona,France,Defender,186,81,1995-06-17 00:00:00.000000,left,France,Spain,2021-06-11 14:12:58.835670,26,Spain Leagues
Benjamin Pavard ,Bayern,France,Defender,186,78,1996-03-28 00:00:00.000000,right,France,Germany,2021-06-11 14:12:58.835670,25,Germany Leagues
Raphaël Varane ,Real Madrid,France,Defender,191,81,1993-04-25 00:00:00.000000,right,Martinique,Spain,2021-06-11 14:12:58.835670,28,Spain Leagues
Kurt Zouma ,Chelsea,France,Defender,190,95,1994-10-27 00:00:00.000000,right,Central African Republic,England,2021-06-11 14:12:58.835670,27,England Leagues
Kingsley Coman ,Bayern,France,Midfielder,179,75,1996-06-13 00:00:00.000000,right,Guadeloupe,Germany,2021-06-11 14:12:58.835670,25,Germany Leagues
N’Golo Kanté ,Chelsea,France,Midfielder,168,70,1991-03-29 00:00:00.000000,right,Mali,England,2021-06-11 14:12:58.835670,30,England Leagues
Thomas Lemar ,Atlético Madrid,France,Midfielder,171,66,1995-11-12 00:00:00.000000,left,France,Spain,2021-06-11 14:12:58.835670,26,Spain Leagues
Paul Pogba ,Manchester United,France,Midfielder,191,84,1993-03-15 00:00:00.000000,right,France,England,2021-06-11 14:12:58.835670,28,England Leagues
Adrien Rabiot ,Juventus,France,Midfielder,188,71,1995-04-03 00:00:00.000000,left,France,Italy,2021-06-11 14:12:58.835670,26,Italy Leagues
Moussa Sissoko ,Tottenham,France,Midfielder,187,91,1989-08-16 00:00:00.000000,right,Mali,England,2021-06-11 14:12:58.835670,32,England Leagues
Corentin Tolisso ,Bayern,France,Midfielder,181,81,1994-08-03 00:00:00.000000,right,France,Germany,2021-06-11 14:12:58.835670,27,Germany Leagues
Wissam Ben Yedder ,Monaco,France,Forward,170,68,1990-08-12 00:00:00.000000,right,Tunisia,Monaco,2021-06-11 14:12:58.835670,31,Monaco Leagues
Karim Benzema ,Real Madrid,France,Forward,185,81,1987-12-19 00:00:00.000000,both,France,Spain,2021-06-11 14:12:58.835670,34,Spain Leagues
Ousmane Dembélé ,Barcelona,France,Forward,178,67,1997-05-15 00:00:00.000000,both,Mauritania,Spain,2021-06-11 14:12:58.835670,24,Spain Leagues
Olivier Giroud ,Chelsea,France,Forward,193,91,1986-09-30 00:00:00.000000,left,France,England,2021-06-11 14:12:58.835670,35,England Leagues
Antoine Griezmann ,Barcelona,France,Forward,176,73,1991-03-21 00:00:00.000000,left,France,Spain,2021-06-11 14:12:58.835670,30,Spain Leagues
Kylian Mbappé ,PSG,France,Forward,178,73,1998-12-20 00:00:00.000000,right,France,France,2021-06-11 14:12:58.835670,22,France Leagues
Marcus Thuram ,Mönchengladbach,France,Forward,192,88,1997-08-06 00:00:00.000000,right,France,Germany,2021-06-11 14:12:58.835670,24,Germany Leagues
